URN,CTSURN,LatinName,EnglishName
urn:cite:chs:work.tlg0284_tlg017,urn:cts:greekLit:tlg0284.tlg017,"Εἰς τὸ Αἰγαῖον πέλαγος","In the Aegean Sea"
urn:cite:chs:work.tlg0284_tlg018,urn:cts:greekLit:tlg0284.tlg018,"Εἰς τὸ φρέαρ τοῦ Ἀσκληπιοῦ",
urn:cite:chs:work.tlg0284_tlg030,urn:cts:greekLit:tlg0284.tlg030,"Εἰς τὸ ἐναντίον","On the Contrary"
urn:cite:chs:work.tlg0284_tlg008,urn:cts:greekLit:tlg0284.tlg008,"Εἰς τὸν Σάραπιν","Hymn to Serapis"
urn:cite:chs:work.tlg0284_tlg011,urn:cts:greekLit:tlg0284.tlg011,"Εἰς Ἐτεωνέα ἐπικήδειος","Funeral Oration for Eteoneus"
urn:cite:chs:work.tlg0284_tlg050,urn:cts:greekLit:tlg0284.tlg050,"Κατὰ τῶν ἐξορχουμένων",
urn:cite:chs:work.tlg0284_tlg006,urn:cts:greekLit:tlg0284.tlg006,"Λαλιὰ εἰς Ἀσκληπιόν",
urn:cite:chs:work.tlg0284_tlg033,urn:cts:greekLit:tlg0284.tlg033,"Λευκτρικὸς αʹ (ὑπὲρ Λακεδαιμονίων πρῶτος)","The First Leuctran Oration: The First Speech on Behalf of the Spartans"
urn:cite:chs:work.tlg0284_tlg034,urn:cts:greekLit:tlg0284.tlg034,"Λευκτρικὸς βʹ (ὑπὲρ Θηβαίων πρῶτος)","The Second Leuctran Oration: The First Speech on Behalf of the Thebans"
urn:cite:chs:work.tlg0284_tlg035,urn:cts:greekLit:tlg0284.tlg035,"Λευκτρικὸς γʹ (ὑπὲρ Λακεδαιμονίων δεύτερος)","The Third Leuctran Oration: The Second Speech on Behalf of the Spartans"
urn:cite:chs:work.tlg0284_tlg036,urn:cts:greekLit:tlg0284.tlg036,"Λευκτρικὸς δʹ (ὑπὲρ Θηβαίων δεύτερος)","The Fourth Leuctran Oration: The Second Speech on Behalf of the Thebans"
urn:cite:chs:work.tlg0284_tlg037,urn:cts:greekLit:tlg0284.tlg037,"Λευκτρικὸς εʹ (ὑπὲρ μηδετέροις βοηθεῖν)","The Fifth Leuctran Oration: In Defense of Aiding Niether Side"
urn:cite:chs:work.tlg0284_tlg020,urn:cts:greekLit:tlg0284.tlg020,"Μονῳδία ἐπὶ Σμύρνῃ","Monodies on Smyrna"
urn:cite:chs:work.tlg0284_tlg021,urn:cts:greekLit:tlg0284.tlg021,"Παλινῳδία ἐπὶ Σμύρνῃ καὶ τῷ ταύτης ἀνοικισμῷ","A Palinode for Smyrna"
urn:cite:chs:work.tlg0284_tlg013,urn:cts:greekLit:tlg0284.tlg013,Παναθηναϊκός,"Panathenaic Oration"
urn:cite:chs:work.tlg0284_tlg016,urn:cts:greekLit:tlg0284.tlg016,"Πανηγυρικὸς ἐν Κυζίκῳ περὶ τοῦ ναοῦ","Panegyric in Cyzicus"
urn:cite:chs:work.tlg0284_tlg055,urn:cts:greekLit:tlg0284.tlg055,"Πανηγυρικὸς ἐπὶ τῷ ὕδατι ἐν Περγάμῳ","Panegyric on the Water in Pergamon"
urn:cite:chs:work.tlg0284_tlg029,urn:cts:greekLit:tlg0284.tlg029,"Περὶ τοῦ πέμπειν βοήθειαν τοῖς ἐν Σικελίᾳ","On Sending Reinforcements to Those in Sicily"
urn:cite:chs:work.tlg0284_tlg049,urn:cts:greekLit:tlg0284.tlg049,"Περὶ τοῦ παραφθέγματος",
urn:cite:chs:work.tlg0284_tlg042,urn:cts:greekLit:tlg0284.tlg042,"Περὶ ὁμονοίας ταῖς πόλεσιν",
urn:cite:chs:work.tlg0284_tlg052,urn:cts:greekLit:tlg0284.tlg052,"Πρεσβευτικὸς πρὸς Ἀχιλλέα","On the Speech of the Embassy to Achilles"
urn:cite:chs:work.tlg0284_tlg022,urn:cts:greekLit:tlg0284.tlg022,"Προσφωνητικός Σμυρναϊκός",
urn:cite:chs:work.tlg0284_tlg053,urn:cts:greekLit:tlg0284.tlg053,"Πρὸς Δημοσθένη περὶ ἀτελείας","Against Demosthenes on Tax Exemption"
urn:cite:chs:work.tlg0284_tlg047,urn:cts:greekLit:tlg0284.tlg047,"Πρὸς Καπίτωνα","Against Capito"
urn:cite:chs:work.tlg0284_tlg054,urn:cts:greekLit:tlg0284.tlg054,"Πρὸς Λεπτίνην ὑπὲρ ἀτελείας","Against Leptines"
urn:cite:chs:work.tlg0284_tlg045,urn:cts:greekLit:tlg0284.tlg045,"Πρὸς Πλάτωνα περὶ ῥητορικῆς","To Plato: In Defense of Oratory"
urn:cite:chs:work.tlg0284_tlg046,urn:cts:greekLit:tlg0284.tlg046,"Πρὸς Πλάτωνα ὑπὲρ τῶν τεττάρων","To Plato: In Defense of the Four"
urn:cite:chs:work.tlg0284_tlg051,urn:cts:greekLit:tlg0284.tlg051,"Πρὸς τοὺς αἰτιωμένους ὅτι μὴ μελετῴη",
urn:cite:chs:work.tlg0284_tlg015,urn:cts:greekLit:tlg0284.tlg015,"Σμυρναϊκὸς πολιτικός","The Politician of Smyrna"
urn:cite:chs:work.tlg0284_tlg040,urn:cts:greekLit:tlg0284.tlg040,"Συμβουλευτικὸς περὶ τοῦ μὴ δεῖν κωμῳδεῖν",
urn:cite:chs:work.tlg0284_tlg038,urn:cts:greekLit:tlg0284.tlg038,"Συμμαχικὸς αʹ","Concerning the Alliance I"
urn:cite:chs:work.tlg0284_tlg039,urn:cts:greekLit:tlg0284.tlg039,"Συμμαχικὸς βʹ (πρὸς Θηβαίους περὶ τῆς συμμαχίας)","To the Thebans: Concerning the Alliance II"
urn:cite:chs:work.tlg0284_tlg002,urn:cts:greekLit:tlg0284.tlg002,Ἀθηνᾶ,"A Praise of Athena"
urn:cite:chs:work.tlg0284_tlg010,urn:cts:greekLit:tlg0284.tlg010,"Ἀπελλᾶ γενεθλιακός","Birthday Speech to Apellas"
urn:cite:chs:work.tlg0284_tlg007,urn:cts:greekLit:tlg0284.tlg007,Ἀσκληπιάδαι,"To Asclepius"
urn:cite:chs:work.tlg0284_tlg019,urn:cts:greekLit:tlg0284.tlg019,Ἐλευσίνιος,"Of Eleusis"
urn:cite:chs:work.tlg0284_tlg041,urn:cts:greekLit:tlg0284.tlg041,"Ἐπιστολὴ περὶ Σμύρνης","Letter on Smyrna"
urn:cite:chs:work.tlg0284_tlg012,urn:cts:greekLit:tlg0284.tlg012,"Ἐπὶ Ἀλεξάνδρῳ ἐπιτάφιος","On the Tomb of Alexander"
urn:cite:chs:work.tlg0284_tlg005,urn:cts:greekLit:tlg0284.tlg005,Ἡρακλῆς,Heracles
urn:cite:chs:work.tlg0284_tlg003,urn:cts:greekLit:tlg0284.tlg003,"Ἰσθμικὸς εἰς Ποσειδῶνα","The Isthmian Oration: Regarding Poseidon"
urn:cite:chs:work.tlg0284_tlg023,urn:cts:greekLit:tlg0284.tlg023,"Ἱεροὶ λόγοι αʹ","Sacred Discourses I"
urn:cite:chs:work.tlg0284_tlg024,urn:cts:greekLit:tlg0284.tlg024,"Ἱεροὶ λόγοι βʹ","Sacred Discourses II"
urn:cite:chs:work.tlg0284_tlg025,urn:cts:greekLit:tlg0284.tlg025,"Ἱεροὶ λόγοι γʹ","Sacred Discourses III"
urn:cite:chs:work.tlg0284_tlg026,urn:cts:greekLit:tlg0284.tlg026,"Ἱεροὶ λόγοι δʹ","Sacred Discourses IV"
urn:cite:chs:work.tlg0284_tlg027,urn:cts:greekLit:tlg0284.tlg027,"Ἱεροὶ λόγοι εʹ","Sacred Discourses V"
urn:cite:chs:work.tlg0284_tlg031,urn:cts:greekLit:tlg0284.tlg031,"Ὑπὲρ τῆς πρὸς Λακεδαιμονίους εἰρήνης","On Behalf of Making Peace with the Spartans"
urn:cite:chs:work.tlg0284_tlg032,urn:cts:greekLit:tlg0284.tlg032,"Ὑπὲρ τῆς πρὸς Ἀθηναίους εἰρήνης","On Behalf of Making Peace with the Athenians"
urn:cite:chs:work.tlg0284_tlg044,urn:cts:greekLit:tlg0284.tlg044,"Ῥοδίοις περὶ ὁμονοίας","To the Rhodians on Concord"
urn:cite:chs:work.tlg0284_tlg043,urn:cts:greekLit:tlg0284.tlg043,Ῥοδιακός,"The Rhodian Oration"
urn:cite:chs:work.tlg0284_tlg014,urn:cts:greekLit:tlg0284.tlg014,"Ῥώμης ἐγκώμιον","Ecnomium of Rome"
urn:cite:chs:work.tlg0317_tlg001,urn:cts:greekLit:tlg0317.tlg001,"Acta Joannis","The Acts of John"
urn:cite:chs:work.tlg0317_tlg002,urn:cts:greekLit:tlg0317.tlg002,"Acta Joannis (Recensio)","The Acts of John (Review)"
urn:cite:chs:work.tlg0341_tlg002,urn:cts:greekLit:tlg0341.tlg002,Alexandra,Alexandra
urn:cite:chs:work.tlg0357_tlg001,urn:cts:greekLit:tlg0357.tlg001,"Mensurae Marmorum Ac Lignorum","On all types of marble and wood"
urn:cite:chs:work.tlg0358_tlg004,urn:cts:greekLit:tlg0358.tlg004,Excerpta,Excerpts
urn:cite:chs:work.tlg0358_tlg002,urn:cts:greekLit:tlg0358.tlg002,"Harmonicum Enchiridion","Manual of Harmonics"
urn:cite:chs:work.tlg0358_tlg001,urn:cts:greekLit:tlg0358.tlg001,"Introductio Arithmetica","Introduction to Arithmetic"
urn:cite:chs:work.tlg0361_tlg001,urn:cts:greekLit:tlg0361.tlg001,"Introductio Harmonica","Introduction to Harmonics"
urn:cite:chs:work.tlg0363_tlg007,urn:cts:greekLit:tlg0363.tlg007,"Apotelesmatica (= Tetrabiblos)","Astrological Influences"
urn:cite:chs:work.tlg0363_tlg006,urn:cts:greekLit:tlg0363.tlg006,"De Analemmate",Analemma
urn:cite:chs:work.tlg0363_tlg008,urn:cts:greekLit:tlg0363.tlg008,"De Judicandi Facultate Et Animi Principatu","On the Faculties of Judgement and Control"
urn:cite:chs:work.tlg0363_tlg009,urn:cts:greekLit:tlg0363.tlg009,Geographia,Geography
urn:cite:chs:work.tlg0363_tlg010,urn:cts:greekLit:tlg0363.tlg010,Harmonica,Harmonics
urn:cite:chs:work.tlg0363_tlg003,urn:cts:greekLit:tlg0363.tlg003,Hypotheses,"Planetary Hypotheses"
urn:cite:chs:work.tlg0363_tlg004,urn:cts:greekLit:tlg0363.tlg004,"Inscriptio Canobi","Canobic Inscription"
urn:cite:chs:work.tlg0363_tlg011,urn:cts:greekLit:tlg0363.tlg011,Musica,Music
urn:cite:chs:work.tlg0363_tlg002,urn:cts:greekLit:tlg0363.tlg002,Phaseis,"Risings of the Fixed Stars"
urn:cite:chs:work.tlg0363_tlg001,urn:cts:greekLit:tlg0363.tlg001,"Syntaxis Mathematica",Almagest
urn:cite:chs:work.tlg0363_tlg005,urn:cts:greekLit:tlg0363.tlg005,"Προχείρων Κανόνων Διάταξις καὶ Ψηφοφορία","Scheme and Manipulation of the Ready Tables"
urn:cite:chs:work.tlg0384_tlg001,urn:cts:greekLit:tlg0384.tlg001,"Acta Justini Et Septem Sodalium (Recensio A)","The Acts of Justin and Seven Companions (Review A)"
urn:cite:chs:work.tlg0384_tlg002,urn:cts:greekLit:tlg0384.tlg002,"Acta Justini Et Septem Sodalium (Recensio B)","The Acts of Justin and Seven Companions (Review B)"
urn:cite:chs:work.tlg0384_tlg003,urn:cts:greekLit:tlg0384.tlg003,"Acta Justini Et Septem Sodalium (Recensio C)","The Acts of Justin and Seven Companions (Review C)"
urn:cite:chs:work.tlg0385_tlg001,urn:cts:greekLit:tlg0385.tlg001,"Historiae Romanae","Roman History"
urn:cite:chs:work.tlg0388_tlg004,urn:cts:greekLit:tlg0388.tlg004,"Acta Pauli Et Theclae","The Acts of Paul and Thecla"
urn:cite:chs:work.tlg0388_tlg005,urn:cts:greekLit:tlg0388.tlg005,"Acta Pauli Et Theclae (Partis Finalis Recensio E Codice G)","The Acts of Paul and Thecla (Review of the Final Part from Codex G)"
urn:cite:chs:work.tlg0388_tlg002,urn:cts:greekLit:tlg0388.tlg002,"Martyrium Pauli","The Martyrdom of Paul"
urn:cite:chs:work.tlg0389_tlg001,urn:cts:greekLit:tlg0389.tlg001,"Martyrium Petri","The Martyrdom of Peter"
urn:cite:chs:work.tlg0390_tlg001,urn:cts:greekLit:tlg0390.tlg001,"Martyrium Sanctorum Carpi, Papyli Et Agathonicae","The Acts of Carpus, Papylus, and Agathonice"
urn:cite:chs:work.tlg0391_tlg001,urn:cts:greekLit:tlg0391.tlg001,"Acta Scillitanorum martyrum sive Passio Sperati et sociorum","The Acts of the Scillitan Martyrs or the Passion of Speratus and Companions"
urn:cite:chs:work.tlg0525_tlg001,urn:cts:greekLit:tlg0525.tlg001,"Graeciae Descriptio","Description of Greece"
urn:cite:chs:work.tlg0531_tlg001,urn:cts:greekLit:tlg0531.tlg001,"Irrisio Gentilium Philosophorum","Derision of Gentile Philosophers"
urn:cite:chs:work.tlg0532_tlg001,urn:cts:greekLit:tlg0532.tlg001,"Leucippe Et Clitophon","The Story of Leucippe and Cleitophon"
urn:cite:chs:work.tlg0533_tlg016,urn:cts:greekLit:tlg0533.tlg016,"In Apollinem (Hymn. 2)","Hymn to Apollo"
urn:cite:chs:work.tlg0533_tlg020,urn:cts:greekLit:tlg0533.tlg020,"In Cererem (Hymn. 6)","Hymn to Demeter"
urn:cite:chs:work.tlg0533_tlg018,urn:cts:greekLit:tlg0533.tlg018,"In Delum (Hymn. 4)","Hymn to Delos"
urn:cite:chs:work.tlg0533_tlg017,urn:cts:greekLit:tlg0533.tlg017,"In Dianam (Hymn. 3)","Hymn to Artemis"
urn:cite:chs:work.tlg0533_tlg015,urn:cts:greekLit:tlg0533.tlg015,"In Jovem (Hymn. 1)","Hymn to Zeus"
urn:cite:chs:work.tlg0533_tlg019,urn:cts:greekLit:tlg0533.tlg019,"In Lavacrum Palladis (Hymn. 5)","The Bath of Pallas"
urn:cite:chs:work.tlg0537_tlg014,urn:cts:greekLit:tlg0537.tlg014,"Gnomologium Vaticanum Epicureum","Vatican Sayings"
urn:cite:chs:work.tlg0540_tlg007,urn:cts:greekLit:tlg0540.tlg007,Areopagiticus,Areopagiticus
urn:cite:chs:work.tlg0540_tlg003,urn:cts:greekLit:tlg0540.tlg003,"Contra Simonem","Against Simon"
urn:cite:chs:work.tlg0540_tlg001,urn:cts:greekLit:tlg0540.tlg001,"De Caede Eratosthenis","On the Murder of Eratosthenes"
urn:cite:chs:work.tlg0540_tlg002,urn:cts:greekLit:tlg0540.tlg002,Epitaphius,"Funeral Oration"
urn:cite:chs:work.tlg0540_tlg013,urn:cts:greekLit:tlg0540.tlg013,"In Agoratum","Against Agoratus"
urn:cite:chs:work.tlg0540_tlg014,urn:cts:greekLit:tlg0540.tlg014,"In Alcibiadem 1","Against Alcibiades 1"
urn:cite:chs:work.tlg0540_tlg015,urn:cts:greekLit:tlg0540.tlg015,"In Alcibiadem 2","Against Alcibiades 2"
urn:cite:chs:work.tlg0540_tlg006,urn:cts:greekLit:tlg0540.tlg006,"In Andocidem","Against Andocides"
urn:cite:chs:work.tlg0540_tlg032,urn:cts:greekLit:tlg0540.tlg032,"In Diogitonem","Against Diogeiton"
urn:cite:chs:work.tlg0540_tlg027,urn:cts:greekLit:tlg0540.tlg027,"In Epicratem","Against Epicrates"
urn:cite:chs:work.tlg0540_tlg012,urn:cts:greekLit:tlg0540.tlg012,"In Eratosthenem","Against Eratosthenes"
urn:cite:chs:work.tlg0540_tlg028,urn:cts:greekLit:tlg0540.tlg028,"In Ergoclem","Against Ergocles"
urn:cite:chs:work.tlg0540_tlg030,urn:cts:greekLit:tlg0540.tlg030,"In Nicomachum","Against Nicomachus"
urn:cite:chs:work.tlg0540_tlg023,urn:cts:greekLit:tlg0540.tlg023,"In Pancleonem","Against Pancleon"
urn:cite:chs:work.tlg0540_tlg029,urn:cts:greekLit:tlg0540.tlg029,"In Philocratem","Against Philocrates"
urn:cite:chs:work.tlg0540_tlg031,urn:cts:greekLit:tlg0540.tlg031,"In Philonem","Against Philon"
urn:cite:chs:work.tlg0540_tlg010,urn:cts:greekLit:tlg0540.tlg010,"In Theomnestum 1","Against Theomnestus 1"
urn:cite:chs:work.tlg0540_tlg011,urn:cts:greekLit:tlg0540.tlg011,"In Theomnestum 2","Against Theomnestus 2"
urn:cite:chs:work.tlg0540_tlg033,urn:cts:greekLit:tlg0540.tlg033,Olympiacus,"Olympic Oration"
urn:cite:chs:work.tlg0540_tlg005,urn:cts:greekLit:tlg0540.tlg005,"Pro Callia","For Callias"
urn:cite:chs:work.tlg0540_tlg016,urn:cts:greekLit:tlg0540.tlg016,"Pro Mantitheo","In Defense of Mantitheus"
urn:cite:chs:work.tlg0540_tlg009,urn:cts:greekLit:tlg0540.tlg009,"Pro Milite","For the Soldier"
urn:cite:chs:work.tlg0540_tlg020,urn:cts:greekLit:tlg0540.tlg020,"Pro Polystrato","For Polystratus"
urn:cite:chs:work.tlg0540_tlg025,urn:cts:greekLit:tlg0540.tlg025,"Δήμου καταλύσεως ἀπολογία","Defence against a Charge of subverting the Democracy"
urn:cite:chs:work.tlg0540_tlg008,urn:cts:greekLit:tlg0540.tlg008,"Κατηγορία πρὸς τοὺς συνουσιαστὰς κακολογιῶν","Accusation of Calumny"
urn:cite:chs:work.tlg0540_tlg022,urn:cts:greekLit:tlg0540.tlg022,"Κατὰ τῶν σιτοπωλῶν","Against the Corn Dealers"
urn:cite:chs:work.tlg0540_tlg034,urn:cts:greekLit:tlg0540.tlg034,"Περὶ τοῦ μὴ καταλῦσαι τὴν πάτριον πολιτείαν Ἀθήνησι","Against the Subversion of the Ancestral Constitution of Athens"
urn:cite:chs:work.tlg0540_tlg004,urn:cts:greekLit:tlg0540.tlg004,"Περὶ τραύματος ἐκ προνοίας ὑπὲρ οὗ καὶ πρὸς ὃν ἄδηλον","On a Wound by Premeditation"
urn:cite:chs:work.tlg0540_tlg026,urn:cts:greekLit:tlg0540.tlg026,"Περὶ τῆς Εὐάνδρου δοκιμασίας","On the Scrutiny of Evandros"
urn:cite:chs:work.tlg0540_tlg018,urn:cts:greekLit:tlg0540.tlg018,"Περὶ τῆς δημεύσεως τῶν τοῦ Νικίου ἀδελφοῦ ἐπίλογος","On the Property of the Brother of Nicias"
urn:cite:chs:work.tlg0540_tlg017,urn:cts:greekLit:tlg0540.tlg017,"Πρὸς τὸ δημόσιον περὶ τῶν Ἐράτωνος χρημάτων","On the Property of Eraton"
urn:cite:chs:work.tlg0540_tlg021,urn:cts:greekLit:tlg0540.tlg021,"Ἀπολογία δωροδοκίας ἀπαράσημος","Defence against a Charge of Taking Bribes"
urn:cite:chs:work.tlg0540_tlg024,urn:cts:greekLit:tlg0540.tlg024,"Ὑπὲρ τοῦ ἀδυνάτου","For the Invalid"
urn:cite:chs:work.tlg0540_tlg019,urn:cts:greekLit:tlg0540.tlg019,"Ὑπὲρ τῶν Ἀριστοφάνους χρημάτων, πρὸς τὸ δημόσιον","On the Property of Aristophenes"
urn:cite:chs:work.tlg0541_tlg042,urn:cts:greekLit:tlg0541.tlg042,"Sententiae E Codicibus Byzantinis",Sayings
urn:cite:chs:work.tlg0542_tlg001,urn:cts:greekLit:tlg0542.tlg001,Onomasticon,Onomasticon
urn:cite:chs:work.tlg0543_tlg001,urn:cts:greekLit:tlg0543.tlg001,Historiae,Histories
urn:cite:chs:work.tlg0544_tlg002,urn:cts:greekLit:tlg0544.tlg002,"Adversus Mathematicos","Against the Mathematicians"
urn:cite:chs:work.tlg0544_tlg001,urn:cts:greekLit:tlg0544.tlg001,"Pyrrhoniae Hypotyposes","Outlines of Pyrrhonism"
urn:cite:chs:work.tlg0545_tlg001,urn:cts:greekLit:tlg0545.tlg001,"De Natura Animalium","On the Nature of Animals"
urn:cite:chs:work.tlg0545_tlg003,urn:cts:greekLit:tlg0545.tlg003,"Epistulae Rusticae",Letters
urn:cite:chs:work.tlg0545_tlg002,urn:cts:greekLit:tlg0545.tlg002,"Varia Historia","Various History"
urn:cite:chs:work.tlg0546_tlg001,urn:cts:greekLit:tlg0546.tlg001,Tactica,"The Tactics"
urn:cite:chs:work.tlg0547_tlg001,urn:cts:greekLit:tlg0547.tlg001,"Ars Rhetorica Vulgo Rhetorica Ad Alexandrum","Rhetoric to Alexander"
urn:cite:chs:work.tlg0548_tlg001,urn:cts:greekLit:tlg0548.tlg001,"Bibliotheca (Sub Nomine Apollodori)","Bibliotheca (Under the Name of Apollodorus)"
urn:cite:chs:work.tlg0550_tlg001,urn:cts:greekLit:tlg0550.tlg001,Conica,Conics
urn:cite:chs:work.tlg0551_tlg008,urn:cts:greekLit:tlg0551.tlg008,Annibaica,"The War Against Hannibal"
urn:cite:chs:work.tlg0551_tlg016,urn:cts:greekLit:tlg0551.tlg016,"Appiani Ad Frontonem Epistula","Appian's Letter to Fronto"
urn:cite:chs:work.tlg0551_tlg017,urn:cts:greekLit:tlg0551.tlg017,"Bellum Civile","The Civil War"
urn:cite:chs:work.tlg0551_tlg007,urn:cts:greekLit:tlg0551.tlg007,Iberica,"The Spanish Wars"
urn:cite:chs:work.tlg0551_tlg012,urn:cts:greekLit:tlg0551.tlg012,Illyrica,"The Illyrian Wars"
urn:cite:chs:work.tlg0551_tlg009,urn:cts:greekLit:tlg0551.tlg009,Libyca,"The Punic Wars"
urn:cite:chs:work.tlg0551_tlg014,urn:cts:greekLit:tlg0551.tlg014,Mithridatica,"The Mithridatic Wars"
urn:cite:chs:work.tlg0551_tlg001,urn:cts:greekLit:tlg0551.tlg001,Prooemium,Introduction
urn:cite:chs:work.tlg0551_tlg013,urn:cts:greekLit:tlg0551.tlg013,Syriaca,"The Syrian Wars"
urn:cite:chs:work.tlg0552_tlg010,urn:cts:greekLit:tlg0552.tlg010,"Ad Eratosthenem Methodus","The Method of Mechanical Theorems"
urn:cite:chs:work.tlg0552_tlg006,urn:cts:greekLit:tlg0552.tlg006,Arenarius,"The Sand-reckoner"
urn:cite:chs:work.tlg0552_tlg003,urn:cts:greekLit:tlg0552.tlg003,"De Conoidibus Et Sphaeroidibus","On Conoids and Spheroids"
urn:cite:chs:work.tlg0552_tlg008,urn:cts:greekLit:tlg0552.tlg008,"De Corporibus Fluitantibus","On Floating Bodies"
urn:cite:chs:work.tlg0552_tlg004,urn:cts:greekLit:tlg0552.tlg004,"De Lineis Spiralibus","On Spirals"
urn:cite:chs:work.tlg0552_tlg005,urn:cts:greekLit:tlg0552.tlg005,"De Planorum Aequilibriis","Equilibriums of Planes"
urn:cite:chs:work.tlg0552_tlg001,urn:cts:greekLit:tlg0552.tlg001,"De Sphaera Et Cylindro","On the Sphere and Cylinder"
urn:cite:chs:work.tlg0552_tlg002,urn:cts:greekLit:tlg0552.tlg002,"Dimensio Circuli","Measurement of the Circle"
urn:cite:chs:work.tlg0552_tlg011,urn:cts:greekLit:tlg0552.tlg011,"Liber Assumptorum","Book of Assumptions"
urn:cite:chs:work.tlg0552_tlg012,urn:cts:greekLit:tlg0552.tlg012,"Problema Bovinum","The Cattle Problem"
urn:cite:chs:work.tlg0552_tlg007,urn:cts:greekLit:tlg0552.tlg007,"Quadratura Parabolae","Quadrature of the Parabola"
urn:cite:chs:work.tlg0552_tlg009,urn:cts:greekLit:tlg0552.tlg009,Stomachion,Stomachion
urn:cite:chs:work.tlg0553_tlg001,urn:cts:greekLit:tlg0553.tlg001,Onirocriticon,"The Interpretation of Dreams"
urn:cite:chs:work.tlg0554_tlg001,urn:cts:greekLit:tlg0554.tlg001,"De Chaerea Et Callirhoe","Chareas and Callirhoe"
urn:cite:chs:work.tlg0555_tlg005,urn:cts:greekLit:tlg0555.tlg005,"Eclogae Propheticae",Extracts
urn:cite:chs:work.tlg0555_tlg007,urn:cts:greekLit:tlg0555.tlg007,"Excerpta Ex Theodoto","Excerpta of Theodotus"
urn:cite:chs:work.tlg0555_tlg003,urn:cts:greekLit:tlg0555.tlg003,"Hymnus Christi Servatoris","A Hymn to the Savior Christ"
urn:cite:chs:work.tlg0555_tlg002,urn:cts:greekLit:tlg0555.tlg002,Paedagogus,"The Instructor"
urn:cite:chs:work.tlg0555_tlg001,urn:cts:greekLit:tlg0555.tlg001,Protrepticus,"Exhortation to the Greeks"
urn:cite:chs:work.tlg0555_tlg006,urn:cts:greekLit:tlg0555.tlg006,"Quis Dives Salvetur","A Discourse Concerning the Salvation of Rich Men"
urn:cite:chs:work.tlg0555_tlg004,urn:cts:greekLit:tlg0555.tlg004,Stromata,Miscellanies
urn:cite:chs:work.tlg0556_tlg001,urn:cts:greekLit:tlg0556.tlg001,Tactica,Tactics
urn:cite:chs:work.tlg0557_tlg006,urn:cts:greekLit:tlg0557.tlg006,"Arriani Epistula Ad Lucium Gellium","Arrian to Lucius Gellius"
urn:cite:chs:work.tlg0557_tlg001,urn:cts:greekLit:tlg0557.tlg001,"Dissertationes Ab Arriano Digestae",Discourses
urn:cite:chs:work.tlg0557_tlg002,urn:cts:greekLit:tlg0557.tlg002,Enchiridion,Enchiridion
urn:cite:chs:work.tlg0561_tlg001,urn:cts:greekLit:tlg0561.tlg001,"Daphnis Et Chloe","Daphnis and Chloe"
urn:cite:chs:work.tlg0562_tlg001,urn:cts:greekLit:tlg0562.tlg001,"Τὰ εἰς ἑαυτόν",Meditations
urn:cite:chs:work.tlg0563_tlg001,urn:cts:greekLit:tlg0563.tlg001,Dialexeis,Dialexeis
urn:cite:chs:work.tlg0564_tlg003,urn:cts:greekLit:tlg0564.tlg003,"De Corporis Humani Appellationibus","On the Names of the Human Body"
urn:cite:chs:work.tlg0564_tlg005,urn:cts:greekLit:tlg0564.tlg005,"De Ossibus","On Bones"
urn:cite:chs:work.tlg0564_tlg004,urn:cts:greekLit:tlg0564.tlg004,"De Partibus Corporis Humani","On the Parts of the Human Body"
urn:cite:chs:work.tlg0564_tlg001,urn:cts:greekLit:tlg0564.tlg001,"De Renum Et Vesicae Morbis","On Diseases of the Bladder and Kidneys"
urn:cite:chs:work.tlg0564_tlg002,urn:cts:greekLit:tlg0564.tlg002,"De Satyriasmo Et Gonorrhoea","On Satyriasis and Gonorrhea"
urn:cite:chs:work.tlg0564_tlg006,urn:cts:greekLit:tlg0564.tlg006,"Quaestiones Medicinales","Medical Questions"
urn:cite:chs:work.tlg0564_tlg007,urn:cts:greekLit:tlg0564.tlg007,"Synopsis De Pulsibus","Synopsis on the Pulse"
urn:cite:chs:work.tlg0565_tlg003,urn:cts:greekLit:tlg0565.tlg003,"De Fasciis","On Bandages"
urn:cite:chs:work.tlg0565_tlg002,urn:cts:greekLit:tlg0565.tlg002,"De Signis Fracturarum","On Signs of Fractures"
urn:cite:chs:work.tlg0565_tlg001,urn:cts:greekLit:tlg0565.tlg001,"Gynaeciorum Libri IV",Gynaecology
urn:cite:chs:work.tlg0565_tlg004,urn:cts:greekLit:tlg0565.tlg004,"Vita Hippocratis","Life of Hippocrates"
urn:cite:chs:work.tlg0568_tlg001,urn:cts:greekLit:tlg0568.tlg001,"Historiarum Mirabilium Collectio","Collection of Wonderful Tales"
urn:cite:chs:work.tlg0569_tlg001,urn:cts:greekLit:tlg0569.tlg001,"Historiae Mirabiles",Mirabilia
urn:cite:chs:work.tlg0580_tlg001,urn:cts:greekLit:tlg0580.tlg001,"Mirabilia De Aquis","Paradoxography about the Water"
urn:cite:chs:work.tlg0581_tlg001,urn:cts:greekLit:tlg0581.tlg001,Admiranda,Paradoxography
urn:cite:chs:work.tlg0582_tlg001,urn:cts:greekLit:tlg0582.tlg001,Admiranda,Paradoxography
urn:cite:chs:work.tlg0585_tlg001,urn:cts:greekLit:tlg0585.tlg001,"De Mirabilibus","On Miraculous Things"
urn:cite:chs:work.tlg0592_tlg001,urn:cts:greekLit:tlg0592.tlg001,Progymnasmata,"Rhetorical Exercises"
